,LOCATION,Measure,Year,Value
105,GRC,Median disposable income (current prices),2010,12082
106,GRC,Median disposable income (current prices),2011,10259
107,GRC,Median disposable income (current prices),2012,9220
108,GRC,Median disposable income (current prices),2013,8521
109,GRC,Median disposable income (current prices),2014,8504
110,GRC,Median disposable income (current prices),2015,8429
111,GRC,Median disposable income (current prices),2016,8602
112,GRC,Median disposable income (current prices),2017,8916
113,GRC,Median disposable income (current prices),2018,9269
114,GRC,Median disposable income (current prices),2019,9954
115,HUN,Median disposable income (current prices),2006,1176794
116,HUN,Median disposable income (current prices),2007,1232251
117,HUN,Median disposable income (current prices),2008,1375248
118,HUN,Median disposable income (current prices),2009,1381210
119,HUN,Median disposable income (current prices),2010,1423090
120,HUN,Median disposable income (current prices),2011,1502742
121,HUN,Median disposable income (current prices),2012,1472706
122,HUN,Median disposable income (current prices),2013,1509108
123,HUN,Median disposable income (current prices),2014,1600317
124,HUN,Median disposable income (current prices),2015,1690887
125,HUN,Median disposable income (current prices),2016,1759991
126,HUN,Median disposable income (current prices),2017,1847596
127,HUN,Median disposable income (current prices),2018,2084443
128,HUN,Median disposable income (current prices),2019,2358790
129,ISL,Median disposable income (current prices),2004,2265638
130,ISL,Median disposable income (current prices),2005,2445431
131,ISL,Median disposable income (current prices),2006,2802800
132,ISL,Median disposable income (current prices),2007,3227632
133,ISL,Median disposable income (current prices),2008,3616295
134,ISL,Median disposable income (current prices),2009,3545043
135,ISL,Median disposable income (current prices),2010,3459516
136,ISL,Median disposable income (current prices),2011,3517959
137,ISL,Median disposable income (current prices),2012,3827016
138,ISL,Median disposable income (current prices),2013,4135322
139,ISL,Median disposable income (current prices),2014,4173509
140,ISL,Median disposable income (current prices),2015,4721748
141,ISL,Median disposable income (current prices),2016,5124631
142,ISL,Median disposable income (current prices),2017,5404955
143,IRL,Median disposable income (current prices),2004,21470
144,IRL,Median disposable income (current prices),2005,22695
145,IRL,Median disposable income (current prices),2006,25549
146,IRL,Median disposable income (current prices),2007,26492
147,IRL,Median disposable income (current prices),2008,25130
148,IRL,Median disposable income (current prices),2009,22656
149,IRL,Median disposable income (current prices),2010,22262
150,IRL,Median disposable income (current prices),2011,21771
151,IRL,Median disposable income (current prices),2012,22148
152,IRL,Median disposable income (current prices),2013,22654
153,IRL,Median disposable income (current prices),2014,24162
154,IRL,Median disposable income (current prices),2015,25219
155,IRL,Median disposable income (current prices),2016,25736
156,IRL,Median disposable income (current prices),2017,28229
157,IRL,Median disposable income (current prices),2018,28571
158,ITA,Median disposable income (current prices),2004,15939
159,ITA,Median disposable income (current prices),2005,16185
160,ITA,Median disposable income (current prices),2006,16832
161,ITA,Median disposable income (current prices),2007,17586
162,ITA,Median disposable income (current prices),2008,17613
163,ITA,Median disposable income (current prices),2009,17881
164,ITA,Median disposable income (current prices),2010,17955
165,ITA,Median disposable income (current prices),2011,17821
166,ITA,Median disposable income (current prices),2012,17529
167,ITA,Median disposable income (current prices),2013,17649
168,ITA,Median disposable income (current prices),2014,17591
169,ITA,Median disposable income (current prices),2015,18256
170,ITA,Median disposable income (current prices),2016,18403
171,ITA,Median disposable income (current prices),2017,18741
172,ITA,Median disposable income (current prices),2018,19252
173,LUX,Median disposable income (current prices),2015,39492
174,LUX,Median disposable income (current prices),2016,41550
175,LUX,Median disposable income (current prices),2017,45592
176,LUX,Median disposable income (current prices),2018,41885
177,LUX,Median disposable income (current prices),2019,42486
178,MEX,Median disposable income (current prices),2012,45062
179,MEX,Median disposable income (current prices),2014,46957
180,MEX,Median disposable income (current prices),2016,57571
181,MEX,Median disposable income (current prices),2018,66620
182,NLD,Median disposable income (current prices),2011,22600
183,NLD,Median disposable income (current prices),2012,22700
184,NLD,Median disposable income (current prices),2013,24600
185,NLD,Median disposable income (current prices),2014,24800
186,NLD,Median disposable income (current prices),2015,25100
187,NLD,Median disposable income (current prices),2016,25900
188,NLD,Median disposable income (current prices),2017,26400
189,NLD,Median disposable income (current prices),2018,27000
190,NLD,Median disposable income (current prices),2019,28200
191,NZL,Median disposable income (current prices),2011,36110
192,NZL,Median disposable income (current prices),2012,36964
193,NZL,Median disposable income (current prices),2014,40329
194,NOR,Median disposable income (current prices),2004,235401
195,NOR,Median disposable income (current prices),2008,304769
196,NOR,Median disposable income (current prices),2009,308595
197,NOR,Median disposable income (current prices),2010,317785
198,NOR,Median disposable income (current prices),2011,332383
199,NOR,Median disposable income (current prices),2012,345581
200,NOR,Median disposable income (current prices),2013,359843
201,NOR,Median disposable income (current prices),2014,371453
202,NOR,Median disposable income (current prices),2015,380094
203,NOR,Median disposable income (current prices),2016,385954
204,NOR,Median disposable income (current prices),2017,396302
205,NOR,Median disposable income (current prices),2018,408885
206,NOR,Median disposable income (current prices),2019,424917
207,POL,Median disposable income (current prices),2005,14477
208,POL,Median disposable income (current prices),2006,16264
209,POL,Median disposable income (current prices),2007,18601
210,POL,Median disposable income (current prices),2008,21314
211,POL,Median disposable income (current prices),2009,22731
212,POL,Median disposable income (current prices),2010,23911
213,POL,Median disposable income (current prices),2011,24904
214,POL,Median disposable income (current prices),2012,25681
215,POL,Median disposable income (current prices),2013,26476
216,POL,Median disposable income (current prices),2014,27294
217,POL,Median disposable income (current prices),2015,29077
218,POL,Median disposable income (current prices),2016,31025
219,POL,Median disposable income (current prices),2017,32945
220,POL,Median disposable income (current prices),2018,35732
221,PRT,Median disposable income (current prices),2004,8165
222,PRT,Median disposable income (current prices),2005,8345
223,PRT,Median disposable income (current prices),2006,8731
224,PRT,Median disposable income (current prices),2007,9344
225,PRT,Median disposable income (current prices),2008,9346
226,PRT,Median disposable income (current prices),2009,9781
227,PRT,Median disposable income (current prices),2010,9537
228,PRT,Median disposable income (current prices),2011,9411
229,PRT,Median disposable income (current prices),2012,9480
230,PRT,Median disposable income (current prices),2013,9446
231,PRT,Median disposable income (current prices),2014,9530
232,PRT,Median disposable income (current prices),2015,9930
233,PRT,Median disposable income (current prices),2016,10320
234,PRT,Median disposable income (current prices),2017,10529
235,PRT,Median disposable income (current prices),2018,11222
236,PRT,Median disposable income (current prices),2019,12275
237,SVK,Median disposable income (current prices),2004,4376
238,SVK,Median disposable income (current prices),2005,4875
239,SVK,Median disposable income (current prices),2006,5845
240,SVK,Median disposable income (current prices),2007,6471
241,SVK,Median disposable income (current prices),2008,7130
242,SVK,Median disposable income (current prices),2009,7361
243,SVK,Median disposable income (current prices),2010,7576
244,SVK,Median disposable income (current prices),2011,8325
245,SVK,Median disposable income (current prices),2012,8046
246,SVK,Median disposable income (current prices),2013,8064
247,SVK,Median disposable income (current prices),2014,8146
248,SVK,Median disposable income (current prices),2015,8247
249,SVK,Median disposable income (current prices),2016,8533
250,SVK,Median disposable income (current prices),2017,9153
251,SVK,Median disposable income (current prices),2018,9387
252,SVK,Median disposable income (current prices),2019,10439
253,ESP,Median disposable income (current prices),2007,14572
254,ESP,Median disposable income (current prices),2008,16899
255,ESP,Median disposable income (current prices),2009,16647
256,ESP,Median disposable income (current prices),2010,15703
257,ESP,Median disposable income (current prices),2011,15603
258,ESP,Median disposable income (current prices),2012,15249
259,ESP,Median disposable income (current prices),2013,14887
260,ESP,Median disposable income (current prices),2014,14903
261,ESP,Median disposable income (current prices),2015,15259
262,ESP,Median disposable income (current prices),2016,15905
263,ESP,Median disposable income (current prices),2017,16509
264,ESP,Median disposable income (current prices),2018,16936
265,ESP,Median disposable income (current prices),2019,18090
266,SWE,Median disposable income (current prices),2013,260532
267,SWE,Median disposable income (current prices),2014,268207
268,SWE,Median disposable income (current prices),2015,276062
269,SWE,Median disposable income (current prices),2016,282770
270,SWE,Median disposable income (current prices),2017,289320
271,SWE,Median disposable income (current prices),2018,297912
272,SWE,Median disposable income (current prices),2019,305338
273,CHE,Median disposable income (current prices),2006,47483
274,CHE,Median disposable income (current prices),2007,48979
275,CHE,Median disposable income (current prices),2008,50435
276,CHE,Median disposable income (current prices),2009,50647
277,CHE,Median disposable income (current prices),2010,51668
278,CHE,Median disposable income (current prices),2011,53583
279,CHE,Median disposable income (current prices),2012,54495
280,CHE,Median disposable income (current prices),2013,51697
281,CHE,Median disposable income (current prices),2014,52689
282,CHE,Median disposable income (current prices),2015,51627
283,CHE,Median disposable income (current prices),2016,52169
284,CHE,Median disposable income (current prices),2017,52003
285,CHE,Median disposable income (current prices),2018,52037
286,TUR,Median disposable income (current prices),2011,9455
287,TUR,Median disposable income (current prices),2012,10728
288,TUR,Median disposable income (current prices),2013,12035
289,TUR,Median disposable income (current prices),2014,13384
290,TUR,Median disposable income (current prices),2015,15298
291,TUR,Median disposable income (current prices),2017,18024
292,TUR,Median disposable income (current prices),2018,21447
293,GBR,Median disposable income (current prices),2002,12103
294,GBR,Median disposable income (current prices),2003,12358
295,GBR,Median disposable income (current prices),2004,12800
296,GBR,Median disposable income (current prices),2005,13260
297,GBR,Median disposable income (current prices),2006,13822
298,GBR,Median disposable income (current prices),2007,14454
299,GBR,Median disposable income (current prices),2008,14925
300,GBR,Median disposable income (current prices),2009,14970
301,GBR,Median disposable income (current prices),2010,15405
302,GBR,Median disposable income (current prices),2011,15761
303,GBR,Median disposable income (current prices),2012,16122
304,GBR,Median disposable income (current prices),2013,16598
305,GBR,Median disposable income (current prices),2014,17264
306,GBR,Median disposable income (current prices),2015,17607
307,GBR,Median disposable income (current prices),2016,18037
308,GBR,Median disposable income (current prices),2017,18713
309,GBR,Median disposable income (current prices),2018,18923
310,GBR,Median disposable income (current prices),2019,20044
311,USA,Median disposable income (current prices),2013,30473
312,USA,Median disposable income (current prices),2014,30960
313,USA,Median disposable income (current prices),2015,32075
314,USA,Median disposable income (current prices),2016,34514
315,USA,Median disposable income (current prices),2017,35600
316,USA,Median disposable income (current prices),2018,39670
317,USA,Median disposable income (current prices),2019,42800
318,EST,Median disposable income (current prices),2013,8234
319,EST,Median disposable income (current prices),2014,9093
320,EST,Median disposable income (current prices),2015,9764
321,EST,Median disposable income (current prices),2016,10643
322,EST,Median disposable income (current prices),2017,11713
323,EST,Median disposable income (current prices),2018,13035
324,EST,Median disposable income (current prices),2019,13829
325,ISR,Median disposable income (current prices),2011,67396
326,ISR,Median disposable income (current prices),2012,71792
327,ISR,Median disposable income (current prices),2013,78252
328,ISR,Median disposable income (current prices),2014,81083
329,ISR,Median disposable income (current prices),2015,84015
330,ISR,Median disposable income (current prices),2016,84378
331,ISR,Median disposable income (current prices),2017,89367
332,ISR,Median disposable income (current prices),2018,93630
333,SVN,Median disposable income (current prices),2004,10578
334,SVN,Median disposable income (current prices),2005,11083
335,SVN,Median disposable income (current prices),2006,11730
336,SVN,Median disposable income (current prices),2007,12826
337,SVN,Median disposable income (current prices),2008,14080
338,SVN,Median disposable income (current prices),2009,13568
339,SVN,Median disposable income (current prices),2010,13841
340,SVN,Median disposable income (current prices),2011,13916
341,SVN,Median disposable income (current prices),2012,13559
342,SVN,Median disposable income (current prices),2013,13568
343,SVN,Median disposable income (current prices),2014,13998
344,SVN,Median disposable income (current prices),2015,13989
345,SVN,Median disposable income (current prices),2016,14340
346,SVN,Median disposable income (current prices),2017,14991
347,SVN,Median disposable income (current prices),2018,15785
348,SVN,Median disposable income (current prices),2019,16591
349,JPN,Median disposable income (current prices),2018,2480000
350,KOR,Median disposable income (current prices),2015,24480000
351,KOR,Median disposable income (current prices),2016,25490000
352,KOR,Median disposable income (current prices),2017,26490000
353,KOR,Median disposable income (current prices),2018,27560000
354,CHL,Median disposable income (current prices),2009,2587800
355,CHL,Median disposable income (current prices),2011,2920612
356,CHL,Median disposable income (current prices),2013,3600000
357,CHL,Median disposable income (current prices),2015,4176108
358,CHL,Median disposable income (current prices),2017,4659375
359,LVA,Median disposable income (current prices),2004,2326
360,LVA,Median disposable income (current prices),2005,2822
361,LVA,Median disposable income (current prices),2006,3839
362,LVA,Median disposable income (current prices),2007,5480
363,LVA,Median disposable income (current prices),2008,6318
364,LVA,Median disposable income (current prices),2009,5288
365,LVA,Median disposable income (current prices),2010,4948
366,LVA,Median disposable income (current prices),2011,5192
367,LVA,Median disposable income (current prices),2012,5400
368,LVA,Median disposable income (current prices),2013,6068
369,LVA,Median disposable income (current prices),2014,6744
370,LVA,Median disposable income (current prices),2015,7409
371,LVA,Median disposable income (current prices),2016,7633
372,LVA,Median disposable income (current prices),2017,8357
373,LVA,Median disposable income (current prices),2018,9342
374,LVA,Median disposable income (current prices),2019,10113
375,LTU,Median disposable income (current prices),2004,2444
376,LTU,Median disposable income (current prices),2005,2849
377,LTU,Median disposable income (current prices),2006,3926
378,LTU,Median disposable income (current prices),2007,4849
379,LTU,Median disposable income (current prices),2008,5533
380,LTU,Median disposable income (current prices),2009,4655
381,LTU,Median disposable income (current prices),2010,4397
382,LTU,Median disposable income (current prices),2011,4976
383,LTU,Median disposable income (current prices),2012,5245
384,LTU,Median disposable income (current prices),2013,5442
385,LTU,Median disposable income (current prices),2014,5830
386,LTU,Median disposable income (current prices),2015,6349
387,LTU,Median disposable income (current prices),2016,6900
388,LTU,Median disposable income (current prices),2017,7607
389,LTU,Median disposable income (current prices),2018,8474
390,LTU,Median disposable income (current prices),2019,9597
391,BRA,Median disposable income (current prices),2006,6499
392,BRA,Median disposable income (current prices),2009,8704
393,BRA,Median disposable income (current prices),2011,10448
394,BRA,Median disposable income (current prices),2013,13126
395,BRA,Median disposable income (current prices),2016,15612
396,CHN,Median disposable income (current prices),2011,16578
397,CRI,Median disposable income (current prices),2010,2725461
398,CRI,Median disposable income (current prices),2011,2865944
399,CRI,Median disposable income (current prices),2012,3108417
400,CRI,Median disposable income (current prices),2013,3280000
401,CRI,Median disposable income (current prices),2014,3382695
402,CRI,Median disposable income (current prices),2015,3387500
403,CRI,Median disposable income (current prices),2016,3484241
404,CRI,Median disposable income (current prices),2017,3549455
405,CRI,Median disposable income (current prices),2018,3546848
406,CRI,Median disposable income (current prices),2019,3525621
407,CRI,Median disposable income (current prices),2020,2905502
408,IND,Median disposable income (current prices),2004,16011
409,IND,Median disposable income (current prices),2011,37796
410,RUS,Median disposable income (current prices),2011,248902
411,RUS,Median disposable income (current prices),2016,409501
412,RUS,Median disposable income (current prices),2017,417829
413,ZAF,Median disposable income (current prices),2015,29376
414,ZAF,Median disposable income (current prices),2017,35950
415,ROU,Median disposable income (current prices),2006,6674
416,ROU,Median disposable income (current prices),2007,7461
417,ROU,Median disposable income (current prices),2008,9127
418,ROU,Median disposable income (current prices),2009,10112
419,ROU,Median disposable income (current prices),2010,10006
420,ROU,Median disposable income (current prices),2011,9907
421,ROU,Median disposable income (current prices),2012,10218
422,ROU,Median disposable income (current prices),2013,10700
423,ROU,Median disposable income (current prices),2014,11561
424,ROU,Median disposable income (current prices),2015,12368
425,ROU,Median disposable income (current prices),2016,14148
426,ROU,Median disposable income (current prices),2017,17154
427,ROU,Median disposable income (current prices),2018,20381
428,ROU,Median disposable income (current prices),2019,23034
429,BGR,Median disposable income (current prices),2006,3401
430,BGR,Median disposable income (current prices),2007,5154
431,BGR,Median disposable income (current prices),2008,6682
432,BGR,Median disposable income (current prices),2009,7063
433,BGR,Median disposable income (current prices),2010,6342
434,BGR,Median disposable income (current prices),2011,6571
435,BGR,Median disposable income (current prices),2012,6723
436,BGR,Median disposable income (current prices),2013,7530
437,BGR,Median disposable income (current prices),2014,7553
438,BGR,Median disposable income (current prices),2015,7096
439,BGR,Median disposable income (current prices),2016,8047
440,BGR,Median disposable income (current prices),2017,8066
441,BGR,Median disposable income (current prices),2018,9343
442,BGR,Median disposable income (current prices),2019,10236
